,property_type,barrio,rooms,price,lat,lon,distancia_minima_escuela (m)
28758,Departamento,Villa Crespo,2.0,89000.0,-34.594646999999995,-58.44376389999999,239.3097526178021
28759,PH,San Cristobal,2.0,105000.0,-34.6250981,-58.4069299,209.71903047752434
28760,Departamento,Parque Patricios,2.0,70000.0,-34.6362534,-58.4005296,113.77427187061335
28761,Departamento,Almagro,3.0,132000.0,-34.6038843,-58.4194927,60.37442428375355
28765,Departamento,Paternal,3.0,123500.0,-34.6018273,-58.45770529999999,253.30072232068113
28767,Departamento,Caballito,3.0,140000.0,-34.6241003083,-58.4442290466,108.84723877246668
28770,Departamento,Villa del Parque,3.0,140000.0,-34.6104429,-58.5010928,25.222608278138303
28772,Departamento,Flores,4.0,145000.0,-34.6318104,-58.4709544,152.5932927397431
28790,Departamento,Recoleta,1.0,77000.0,-34.59151,-58.4072937,109.11185379290676
28791,Departamento,Nuñez,2.0,138800.0,-34.5490696,-58.45560179999999,195.76252974323208
28795,Departamento,Villa Urquiza,1.0,139000.0,-34.5788626,-58.491829,218.84333254908012
28796,Departamento,Flores,2.0,111000.0,-34.6202165,-58.461165,336.6663061980105
28800,Departamento,Caballito,1.0,136350.0,-34.6265760653,-58.432507106,329.74035160163226
28802,Departamento,Caballito,2.0,69500.0,-34.6141542,-58.43562070000001,142.01107795033667
28803,PH,Mataderos,3.0,79000.0,-34.647234999999995,-58.4956195,263.7857604882652
28804,Departamento,Boca,4.0,120000.0,-34.632613,-58.360188,133.9282145376772
28807,Departamento,Saavedra,1.0,129000.0,-34.546280100000004,-58.4781328,199.40622424855275
28808,Departamento,Almagro,2.0,120000.0,-34.603781963,-58.418000517399996,178.4434333768861
28817,Departamento,Flores,1.0,60000.0,-34.63165789999999,-58.4778548,122.8236032053969
28818,Departamento,Palermo,1.0,125000.0,-34.584553336300004,-58.4221263712,115.33966850427299
28819,Departamento,Saavedra,1.0,72000.0,-34.5546660591,-58.481319004300005,317.7464411198311
28820,Departamento,Caballito,1.0,102000.0,-34.6265760653,-58.432507106,329.74035160163226
28822,Departamento,Belgrano,2.0,105000.0,-34.561648600000005,-58.4600361,138.87478597831722
28823,Departamento,Belgrano,2.0,121000.0,-34.564527000000005,-58.4663856,306.3880193456471
28825,Departamento,Caballito,2.0,148000.0,-34.627855661,-58.4358543384,293.83746919687104
28827,Departamento,Caballito,2.0,132600.0,-34.6265760653,-58.432507106,329.74035160163226
28828,Departamento,Caballito,2.0,142800.0,-34.6265760653,-58.432507106,329.74035160163226
28829,Departamento,Caballito,2.0,146000.0,-34.627855661,-58.4358543384,293.83746919687104
28837,Departamento,Villa Crespo,3.0,142900.0,-34.595963299999994,-58.442055,31.751040365581357
28845,Departamento,San Cristobal,1.0,79000.0,-34.6191207,-58.39161110000001,182.44191714207724
28846,Departamento,San Cristobal,1.0,79000.0,-34.6191207,-58.39161110000001,182.44191714207724
28904,Departamento,Once,1.0,109000.0,-34.60838029999999,-58.40713220000001,94.58214212044852
28905,Departamento,Once,1.0,99000.0,-34.6006091809,-58.4071751153,54.9487287464097
28906,Departamento,Abasto,1.0,99000.0,-34.6028742,-58.4107085,204.08144519895282
28907,Departamento,Abasto,1.0,109000.0,-34.6006222671,-58.407414747299995,42.52884645322476
28908,Departamento,Flores,1.0,107000.0,-34.6195801598,-58.477620084099996,274.98409182153966
28909,Departamento,Nuñez,1.0,119000.0,-34.545571,-58.4614626,157.00496837895298
28910,Departamento,Nuñez,1.0,130000.0,-34.55499260000001,-58.46708570000001,175.57766265036753
28911,Departamento,Palermo,1.0,128000.0,-34.586343313600004,-58.440205245600005,78.32555390212012
28913,Departamento,Palermo,1.0,95000.0,-34.5904467931,-58.424826925,355.7017695529372
28914,Departamento,Palermo,1.0,128000.0,-34.5863625681,-58.4400101079,96.1851321776983
28917,Departamento,Recoleta,1.0,78000.0,-34.587382500000004,-58.3972762,189.8143755573454
28918,Departamento,Recoleta,1.0,120000.0,-34.587382500000004,-58.3972762,189.8143755573454
28919,Departamento,Balvanera,1.0,109000.0,-34.6101223,-58.4059406,160.04693509132971
28920,Departamento,Balvanera,1.0,99000.0,-34.6007970654,-58.407056399,77.41145546473933
28921,Departamento,Caballito,1.0,89000.0,-34.6159245,-58.4406027,252.36910871235492
28922,PH,Monserrat,1.0,55000.0,-34.6194213,-58.3937463,226.74670831834086
28923,Departamento,Las Cañitas,1.0,111500.0,-34.5720765,-58.43407070000001,279.96115874831855
28924,Departamento,Las Cañitas,1.0,83500.0,-34.5720765,-58.43407070000001,279.96115874831855
28925,Departamento,San Nicolás,1.0,62000.0,-34.6044054,-58.3867215,66.43299266300738
28926,Departamento,Villa Devoto,1.0,110000.0,-34.5914673925,-58.5067115534,90.16391024512627
28927,Departamento,Centro / Microcentro,1.0,76000.0,-34.5969613718,-58.3809204683,209.9775234783337
28928,Departamento,Once,2.0,109000.0,-34.60838029999999,-58.40713220000001,94.58214212044852
28929,Departamento,Once,2.0,99000.0,-34.6006091809,-58.4071751153,54.9487287464097
28930,Departamento,Boedo,2.0,82000.0,-34.62612070000001,-58.420121,155.90038627314718
28931,Departamento,Abasto,2.0,99000.0,-34.6028742,-58.4107085,204.08144519895282
28932,Departamento,Abasto,2.0,109000.0,-34.6038897,-58.41099820000001,102.28738380726743
28933,Departamento,Flores,2.0,125000.0,-34.614849,-58.4605379,62.5316653569713
28946,Departamento,Almagro,2.0,130000.0,-34.610269732,-58.426271693900006,145.61020090293889
28947,Departamento,Almagro,2.0,83500.0,-34.61144470000001,-58.4209936,130.9482475119547
28948,Departamento,Almagro,2.0,124000.0,-34.6072245,-58.4299827,67.7648361819073
28949,Departamento,Almagro,2.0,95000.0,-34.6115871,-58.4140351,244.68794416657968
28950,Departamento,Almagro,2.0,130000.0,-34.5957852,-58.4249797,111.12123102191576
28954,Departamento,Palermo,2.0,113000.0,-34.5871885,-58.4055637,269.5268770277407
28961,Departamento,Belgrano,2.0,112000.0,-34.5595537615,-58.4602426614,191.486204274772
28964,Departamento,Recoleta,2.0,115000.0,-34.592320926300005,-58.4029605368,63.48145469893968
28965,Departamento,Saavedra,2.0,135000.0,-34.546948,-58.478813,232.46460241476345
28966,Departamento,Balvanera,2.0,99000.0,-34.6101223,-58.4059406,160.04693509132971
28967,Departamento,Balvanera,2.0,109000.0,-34.6101223,-58.4059406,160.04693509132971
28968,Departamento,Caballito,2.0,100000.0,-34.607559,-58.437996,240.7931834649787
28969,Departamento,Caballito,2.0,100000.0,-34.607559,-58.437996,240.7931834649787
28971,Departamento,Chacarita,2.0,120000.0,-34.591247431599996,-58.4472819037,44.272037333416435
28972,PH,Monserrat,2.0,60000.0,-34.6180391,-58.3873206,169.23873692023508
28973,Departamento,Monserrat,2.0,88000.0,-34.6169721666,-58.39483531810001,63.398781564753094
28975,Departamento,Colegiales,2.0,129000.0,-34.5722889,-58.4427017,59.748716575809816
28978,Departamento,San Nicolás,2.0,78000.0,-34.616055590900004,-58.3874628038,188.41765217603063
28979,Departamento,Villa Crespo,2.0,85000.0,-34.59738529999999,-58.4475066,153.62805837153923
28980,Departamento,Villa Crespo,2.0,104573.0,-34.597255600000004,-58.44549839999999,83.98021224902693
28981,Departamento,Villa Crespo,2.0,96000.0,-34.6028045,-58.44357950000001,250.48468101631605
28982,Departamento,Villa Crespo,2.0,120000.0,-34.5913357538,-58.447217530699994,49.70903906705542
28983,Departamento,Villa Crespo,2.0,107948.0,-34.597255600000004,-58.44549839999999,83.98021224902693
28984,Departamento,San Cristobal,2.0,76000.0,-34.6237933,-58.4022563,70.11283008434555
28986,Departamento,Villa Santa Rita,2.0,125000.0,-34.6121679629,-58.4845283524,228.83770896727148
28987,Departamento,Villa del Parque,2.0,125000.0,-34.6057934,-58.4886936,102.77414670269849
28988,Departamento,Villa del Parque,2.0,125000.0,-34.6122572055,-58.4844020656,218.55770715554272
28989,Departamento,Parque Centenario,2.0,100000.0,-34.607559,-58.437996,240.7931834649787
28990,Departamento,Parque Centenario,2.0,124000.0,-34.6072245,-58.4299827,67.7648361819073
28992,Departamento,Once,3.0,129500.0,-34.605673619099996,-58.3980839307,41.779369219063355
28998,Departamento,Almagro,3.0,127000.0,-34.6051467,-58.4196225,187.86636909880608
29009,PH,Congreso,3.0,117000.0,-34.6120071675,-58.3985767716,136.70596411213336
29013,PH,Balvanera,3.0,117000.0,-34.61203551,-58.3986260693,141.7755364918076
29014,Departamento,Balvanera,3.0,129500.0,-34.6054421522,-58.3980441767,16.26612406825672
29018,Departamento,Monserrat,3.0,98000.0,-34.6181106,-58.388764,62.5348424746749
29019,PH,Monserrat,3.0,140000.0,-34.6164071,-58.3787452,178.60361018217048
29020,Departamento,Tribunales,3.0,115000.0,-34.6026461,-58.3851535,147.56755984889395
29022,Departamento,San Nicolás,3.0,115000.0,-34.6037609,-58.38457370000001,204.49290447533988
29027,Departamento,Villa Crespo,3.0,117000.0,-34.597875888699996,-58.4399926165,107.05279476069612
29028,Departamento,Villa Lugano,3.0,105000.0,-34.691228,-58.4641885,271.94069751182445
29031,Departamento,San Cristobal,3.0,115000.0,-34.622642799999994,-58.39529079999999,187.37364495163436
29073,Departamento,Congreso,1.0,111000.0,-34.6098208,-58.3926061,130.61460285124448
29076,Departamento,Almagro,3.0,147000.0,-34.612676,-58.4268375,124.52323074933435
29087,Oficina,Retiro,1.0,104822.0,-34.5975965,-58.37929499999999,45.28616902378503
29089,Oficina,Retiro,1.0,111072.0,-34.5975965,-58.37929499999999,45.28616902378503
29090,Oficina,Retiro,1.0,108916.0,-34.5975965,-58.37929499999999,45.28616902378503
29094,Departamento,Almagro,1.0,123000.0,-34.5953946,-58.4308861,75.85488428940411
29095,Departamento,Almagro,1.0,144000.0,-34.598000899999995,-58.4119262,78.07672901889329
29099,Departamento,Palermo,1.0,90500.0,-34.5861467,-58.417939,69.99054681035764
29100,Departamento,Palermo,1.0,144000.0,-34.598000899999995,-58.4119262,78.07672901889329
29101,Departamento,Palermo,1.0,144000.0,-34.598000899999995,-58.4119262,78.07672901889329
29103,Departamento,Palermo,1.0,105000.0,-34.5968838,-58.4136007,106.63232141457435
29104,Departamento,Palermo,1.0,115000.0,-34.5954193,-58.42133370000001,106.42630407668793
29105,Departamento,Palermo,1.0,130000.0,-34.584191866,-58.4211134481,96.0555711187171
29106,Departamento,Palermo,1.0,135000.0,-34.5706763122,-58.435092464899995,110.79567811406852
29107,Departamento,Palermo,1.0,95000.0,-34.5869283,-58.4190061,57.34801374826007
29108,Departamento,Palermo,1.0,105000.0,-34.5948124,-58.42101089999999,140.15142816701226
29111,Departamento,Belgrano,1.0,121000.0,-34.5702089,-58.44238120000001,119.03466199148455
29112,Departamento,Belgrano,1.0,132000.0,-34.5586533,-58.446043,153.37181468806259
29113,Departamento,Belgrano,1.0,132000.0,-34.5586533,-58.446043,153.37181468806259
29114,Departamento,Belgrano,1.0,142600.0,-34.5587299758,-58.446156879200004,141.33331329748393
29115,Departamento,Belgrano,1.0,120000.0,-34.5625968,-58.45169350000001,110.56865291948128
29116,Departamento,Recoleta,1.0,105000.0,-34.5948966,-58.38942090000001,130.95885031075642
29117,Departamento,Balvanera,1.0,85000.0,-34.6132776,-58.3853864,30.82266208291372
29118,Departamento,Balvanera,1.0,71900.0,-34.6091713085,-58.3991189196,207.39032537227988
29119,Departamento,Balvanera,1.0,77000.0,-34.6132776,-58.3853864,30.82266208291372
29120,Departamento,Balvanera,1.0,87000.0,-34.6132776,-58.385322027,29.69399188452998
29121,Departamento,Caballito,1.0,125000.0,-34.6115016,-58.4572043,171.71203894263905
29122,Departamento,Colegiales,1.0,130000.0,-34.573820899999994,-58.449698,150.13107625185705
29123,Departamento,Barrio Norte,1.0,80000.0,-34.5972297384,-58.384231504700004,80.58852626782956
29124,Departamento,San Nicolás,1.0,103000.0,-34.600853,-58.37404889999999,72.90910262664178
29125,Departamento,Villa Crespo,1.0,123000.0,-34.5953946,-58.4308861,75.85488428940411
29126,Departamento,Villa Devoto,1.0,98000.0,-34.6095414,-58.503105700000006,217.92228114655327
29128,Departamento,Villa Santa Rita,1.0,125000.0,-34.609849100000005,-58.48134770000001,98.66131199869615
29129,Departamento,Abasto,2.0,85000.0,-34.6038897,-58.41099820000001,102.28738380726743
29130,Departamento,Flores,2.0,115000.0,-34.6328994,-58.470319,89.32968191025226
29131,Departamento,Nuñez,2.0,121000.0,-34.550293,-58.4552561,69.30047843867017
29133,Departamento,Palermo,2.0,147000.0,-34.584191866,-58.4211134481,96.0555711187171
29134,Departamento,Palermo,2.0,124000.0,-34.5771763,-58.4339908,227.92215734791358
29138,Departamento,Belgrano,2.0,125000.0,-34.5598182,-58.4431084,74.43918521617209
29142,Departamento,Paternal,2.0,112000.0,-34.6067711,-58.4698498,216.97517979873876
29143,Departamento,Paternal,2.0,110000.0,-34.6067711,-58.4698498,216.97517979873876
29147,PH,Saavedra,2.0,141000.0,-34.5460354,-58.4761465,135.79124594187383
29150,Departamento,Caballito,2.0,116500.0,-34.6042598,-58.4434985,296.8377895152133
29152,Departamento,Caballito,2.0,130400.0,-34.6173644,-58.4633184,325.620029375822
29153,Departamento,Caballito,2.0,129300.0,-34.6173644,-58.4633184,325.620029375822
29155,Departamento,Caballito,2.0,130400.0,-34.6173644,-58.4633184,325.620029375822
29156,Departamento,San Nicolás,2.0,78000.0,-34.6034357,-58.3797695,57.90969725481968
29157,Departamento,Villa Crespo,2.0,129000.0,-34.5947209,-58.4442897,271.0396319352748
29159,Departamento,Villa Ortuzar,2.0,120000.0,-34.5784121,-58.46169329999999,357.4546648479254
29160,Departamento,Villa del Parque,2.0,77500.0,-34.597525,-58.488184,75.65421773362588
29161,Departamento,Villa General Mitre,2.0,105000.0,-34.611696200000004,-58.474147,88.74520230697381
29165,Departamento,Paternal,3.0,123500.0,-34.60151870000001,-58.458085200000006,241.89582094485266
29176,Departamento,Monserrat,3.0,140000.0,-34.6108872,-58.3819525,147.49454672454797
29177,Departamento,San Telmo,3.0,118000.0,-34.613588429699995,-58.3711367079,18.731328383750398
29179,PH,Villa Devoto,3.0,144900.0,-34.6175904,-58.5184978,344.506861929975
29183,Departamento,Constitución,3.0,133950.0,-34.62012670000001,-58.3872228,152.59897848918618
29185,PH,Villa del Parque,3.0,139800.0,-34.607378000000004,-58.47723000000001,259.2953047890144
29209,Departamento,Villa General Mitre,4.0,149500.0,-34.6145086,-58.4671715,139.41762545461873
29210,PH,Mataderos,5.0,139000.0,-34.6508851,-58.4989265,242.44213363582224
29217,Departamento,Retiro,2.0,115000.0,-34.5956953,-58.3814461,226.94086747354865
29218,Departamento,Villa Crespo,2.0,97000.0,-34.6028454,-58.4492789,169.72833091229464
29219,Departamento,Villa Urquiza,2.0,87000.0,-34.5788297,-58.48638070000001,166.21589923250505
29220,Departamento,Parque Avellaneda,2.0,79500.0,-34.644067,-58.4632411,182.1746054624909
29224,Departamento,Floresta,3.0,130000.0,-34.6347492,-58.479705,92.26282962822727
29234,Departamento,Monserrat,1.0,90000.0,-34.613408336,-58.3845426597,70.09904324269212
29235,Departamento,Flores,2.0,95000.0,-34.6264761,-58.462188,125.96357595262783
29236,Departamento,Flores,2.0,115000.0,-34.6325177,-58.4705201,94.13372950282218
29237,PH,Liniers,2.0,98000.0,-34.6386636,-58.5164529,239.31682158415197
29239,Departamento,Belgrano,2.0,137500.0,-34.5687652,-58.45435210000001,24.539138781524
29240,Departamento,Caballito,2.0,123500.0,-34.620302,-58.443993000000006,164.21316396183178
29241,Departamento,Monserrat,2.0,115000.0,-34.6183217,-58.3813779,187.61629623097548
29242,Departamento,Colegiales,2.0,120000.0,-34.583740899999995,-58.45285179999999,38.21838085669164
29243,Departamento,Villa Crespo,2.0,135000.0,-34.6008346,-58.4320093,303.26579030142295
29263,Departamento,Recoleta,1.0,142000.0,-34.5912345,-58.40418270000001,73.2257740741431
29264,Departamento,Barrio Norte,2.0,115000.0,-34.595312,-58.4102273,78.96070499266082
29265,Departamento,Villa Crespo,3.0,140000.0,-34.5979266,-58.44467220000001,128.31301159978864
29274,Departamento,Congreso,2.0,90000.0,-34.612781899999995,-58.3961134,42.76147024361852
29276,Departamento,Balvanera,2.0,90000.0,-34.612781899999995,-58.3961134,42.76147024361852
29287,PH,Mataderos,5.0,149000.0,-34.6635032,-58.5087,229.483486359454
29289,PH,San Telmo,3.0,136000.0,-34.624469899999994,-58.3767811,102.64516499843882
29290,PH,Villa Lugano,3.0,130000.0,-34.6624289,-58.4844879,62.39289836934821
29294,PH,Velez Sarsfield,1.0,105000.0,-34.630702,-58.49297650000001,129.86208552435377
29296,PH,Villa Santa Rita,3.0,92000.0,-34.621755,-58.4809644,312.80032187594645
29298,PH,Villa del Parque,3.0,145000.0,-34.6031708,-58.47513290000001,106.78784458228826
29301,Casa,Pompeya,1.0,65000.0,-34.65299606,-58.41181564,92.73024061499869
29311,Oficina,Nuñez,1.0,85000.0,-34.551180200000005,-58.45428489999999,48.42819614692509
29313,Oficina,Belgrano,1.0,85000.0,-34.551180200000005,-58.45428489999999,48.42819614692509
29316,Oficina,Balvanera,1.0,63500.0,-34.6153143062,-58.4046048599,83.4829697147997
29323,Oficina,San Nicolás,1.0,45000.0,-34.6030061,-58.38248960000001,157.6911424829674
29324,Departamento,Once,2.0,66000.0,-34.6065667,-58.4020218,108.78901054707133
29325,Departamento,Once,2.0,95000.0,-34.606088,-58.407072,97.2215107236399
29326,Departamento,Once,1.0,65000.0,-34.60649872,-58.40400314,84.78598596760321
29327,Departamento,Flores,1.0,108000.0,-34.6036844,-58.3815591,221.17537329765688
29328,Departamento,Flores,1.0,99000.0,-34.6036844,-58.3815591,221.17537329765688
29332,Departamento,Flores,1.0,98280.0,-34.6036844,-58.3815591,221.17537329765688
29333,Departamento,Flores,3.0,144900.0,-34.6311762483,-58.467712330699996,169.78006783365956
29334,Departamento,Flores,1.0,102000.0,-34.6036844,-58.3815591,221.17537329765688
29335,Departamento,Flores,1.0,95280.0,-34.6036844,-58.3815591,221.17537329765688
29336,Departamento,Flores,1.0,99500.0,-34.6036844,-58.3815591,221.17537329765688
29337,Departamento,Flores,1.0,95000.0,-34.6036844,-58.3815591,221.17537329765688
29338,Departamento,Flores,1.0,104000.0,-34.6036844,-58.3815591,221.17537329765688
29339,Departamento,Flores,1.0,105000.0,-34.6036844,-58.3815591,221.17537329765688
29340,Departamento,Flores,2.0,90000.0,-34.6229637329,-58.463302192600004,122.2502182433693
29341,Departamento,Flores,1.0,100000.0,-34.6036844,-58.3815591,221.17537329765688
29343,Departamento,Nuñez,1.0,85000.0,-34.551180200000005,-58.45428489999999,48.42819614692509
29347,Departamento,Retiro,1.0,139000.0,-34.5974946,-58.3753264,169.6707350138266
29351,Departamento,Almagro,2.0,143000.0,-34.6215434,-58.4235552,132.68326641857226
29352,Departamento,Almagro,1.0,71000.0,-34.6016477,-58.4254098,54.59794990415323
29353,Departamento,Almagro,1.0,75000.0,-34.6036296357,-58.4272241592,16.465410199427616
29355,Departamento,Almagro,2.0,143000.0,-34.6215434,-58.4235552,132.68326641857226
29357,Departamento,Almagro,2.0,115000.0,-34.614852,-58.41875699999999,50.22085843953832
29365,Departamento,Palermo,1.0,140000.0,-34.598341600000005,-58.415985,27.159392814899196
29368,Departamento,Palermo,1.0,128000.0,-34.595584181599996,-58.4228773484,15.960664432094221
29372,Departamento,Palermo,2.0,147000.0,-34.5786193,-58.4301003,140.84396508382773
29377,Departamento,Palermo,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
29384,Departamento,Palermo,1.0,114000.0,-34.589783000000004,-58.4234965,298.58597791737833
29386,Departamento,Palermo,1.0,139000.0,-34.5916568,-58.41790579999999,72.27998189550078
29387,Departamento,Palermo,1.0,145600.0,-34.598341600000005,-58.415985,27.159392814899196
29388,Departamento,Palermo,2.0,105000.0,-34.572336799999995,-58.43080129999999,138.70931709399807
29389,Departamento,Palermo,1.0,113500.0,-34.5880071,-58.42012239999999,121.5025632669693
29392,Departamento,Palermo,1.0,115500.0,-34.589783000000004,-58.4234965,298.58597791737833
29395,Departamento,Palermo,2.0,121000.0,-34.5838375,-58.4363301,133.4767937803137
29403,Departamento,Palermo,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
29407,Departamento,Palermo,2.0,130000.0,-34.5644759,-58.4395022,239.2587731620108
29408,Departamento,Barracas,1.0,114336.0,-34.6436474,-58.37306829999999,25.18290102734652
29409,Departamento,Barracas,2.0,131301.0,-34.6436474,-58.37306829999999,25.18290102734652
29411,Departamento,Barracas,2.0,136786.0,-34.6436474,-58.37306829999999,25.18290102734652
29421,Departamento,Belgrano,1.0,109000.0,-34.56081,-58.463972,159.46856709537957
29422,Departamento,Belgrano,1.0,127800.0,-34.560612899999995,-58.4640169,170.70916112067198
29424,Departamento,Belgrano,1.0,141140.0,-34.560612899999995,-58.4640169,170.70916112067198
29427,Departamento,Belgrano,3.0,145000.0,-34.557254,-58.445597,85.5686522540325
29430,Departamento,Belgrano,1.0,130400.0,-34.560612899999995,-58.4640169,170.70916112067198
29431,Departamento,Belgrano,1.0,138370.0,-34.560612899999995,-58.4640169,170.70916112067198
29434,Departamento,Belgrano,1.0,144000.0,-34.560612899999995,-58.4640169,170.70916112067198
29435,Departamento,Belgrano,1.0,125300.0,-34.560612899999995,-58.4640169,170.70916112067198
29437,Departamento,Belgrano,1.0,112000.0,-34.5594269,-58.457759,156.021585360118
29439,Departamento,Belgrano,1.0,133000.0,-34.560612899999995,-58.4640169,170.70916112067198
29441,Departamento,Belgrano,1.0,135700.0,-34.560612899999995,-58.4640169,170.70916112067198
29443,Departamento,Belgrano,1.0,102000.0,-34.55515689999999,-58.4535714,141.14548535787378
29444,Departamento,Belgrano,1.0,85000.0,-34.551180200000005,-58.45428489999999,48.42819614692509
29446,Departamento,Belgrano,1.0,146850.0,-34.560612899999995,-58.4640169,170.70916112067198
29450,Departamento,Congreso,2.0,55500.0,-34.6260861,-58.3925301,196.36513092931955
29452,Departamento,Floresta,1.0,73000.0,-34.637962,-58.48819399999999,341.08852207541673
29453,Departamento,Floresta,1.0,85000.0,-34.62362589999999,-58.48607809999999,177.65936926112363
29454,Departamento,Paternal,2.0,97000.0,-34.605383399999994,-58.4546122,341.4524318459471
29461,Departamento,Recoleta,2.0,134500.0,-34.59026970000001,-58.3940048,161.9229114894475
29464,Departamento,Recoleta,2.0,89900.0,-34.5994576,-58.40219789999999,123.99405173989972
29468,Departamento,Saavedra,2.0,105000.0,-34.557905100000006,-58.47814870000001,113.67366294971161
29469,Departamento,Saavedra,2.0,120000.0,-34.557905100000006,-58.47814870000001,113.67366294971161
29470,Departamento,Saavedra,2.0,110000.0,-34.557905100000006,-58.47814870000001,113.67366294971161
29472,Departamento,Balvanera,3.0,120000.0,-34.61456010000001,-58.4012418,174.90509175649208
29473,Departamento,Balvanera,1.0,65000.0,-34.60649872,-58.40400314,84.78598596760321
29474,Departamento,Balvanera,3.0,120000.0,-34.6101223,-58.4059406,160.04693509132971
29476,Departamento,Balvanera,1.0,76900.0,-34.6091713085,-58.3991189196,207.39032537227988
29477,Departamento,Balvanera,3.0,99500.0,-34.6213428226,-58.3884370779,22.882422987369193
29478,Departamento,Balvanera,2.0,99000.0,-34.614789200000004,-58.4046941,86.06281933437977
29479,Departamento,Balvanera,2.0,98000.0,-34.6024636,-58.4047939,56.83739504610431
29480,Departamento,Balvanera,3.0,85000.0,-34.607137,-58.4033876,103.63048600993457
29481,Departamento,Balvanera,2.0,109000.0,-34.6005918,-58.39319570000001,86.09359428334419
29483,Departamento,Caballito,1.0,89000.0,-34.623208,-58.45498050000001,174.45570002079987
29484,Departamento,Caballito,1.0,98500.0,-34.616246000000004,-58.459258,96.01623104718016
29489,Departamento,Caballito,1.0,101000.0,-34.616246000000004,-58.459258,96.01623104718016
29493,Departamento,Chacarita,1.0,94800.0,-34.5900555,-58.4493062,126.89233040486639
29495,Departamento,Monserrat,2.0,69000.0,-34.6201044,-58.38591329999999,246.30841615806006
29496,Departamento,Monserrat,1.0,136000.0,-34.6155086,-58.3800913,120.59311804309394
29498,Departamento,Monserrat,3.0,99500.0,-34.6213428226,-58.3884370779,22.882422987369193
29500,Departamento,San Telmo,1.0,92637.0,-34.6174622766,-58.372605872,154.9475271839051
29501,Departamento,San Telmo,1.0,84056.0,-34.6174622766,-58.372605872,154.9475271839051
29502,Departamento,San Telmo,1.0,90499.0,-34.6174622766,-58.372605872,154.9475271839051
29503,Departamento,San Telmo,1.0,95249.0,-34.6174622766,-58.372605872,154.9475271839051
29504,Departamento,San Telmo,2.0,50000.0,-34.6212837161,-58.3786154153,105.5763403869404
29505,Departamento,San Telmo,1.0,95249.0,-34.6174622766,-58.372605872,154.9475271839051
29506,Departamento,San Telmo,1.0,70000.0,-34.6281251,-58.3714431,333.00970962888806
29507,Departamento,San Telmo,1.0,90933.0,-34.6174622766,-58.372605872,154.9475271839051
29508,Departamento,San Telmo,1.0,89150.0,-34.6174622766,-58.372605872,154.9475271839051
29509,Departamento,San Telmo,1.0,119548.0,-34.6174622766,-58.372605872,154.9475271839051
29511,Departamento,San Telmo,1.0,87045.0,-34.6174622766,-58.372605872,154.9475271839051
29512,Departamento,San Telmo,1.0,83245.0,-34.6174622766,-58.372605872,154.9475271839051
29513,Departamento,San Telmo,1.0,87402.0,-34.6174622766,-58.372605872,154.9475271839051
29514,Departamento,San Telmo,1.0,126793.0,-34.6174622766,-58.372605872,154.9475271839051
29515,Departamento,San Telmo,1.0,126739.0,-34.6174622766,-58.372605872,154.9475271839051
29516,Departamento,San Telmo,2.0,141450.0,-34.6174622766,-58.372605872,154.9475271839051
29517,Departamento,San Telmo,1.0,88786.0,-34.6174622766,-58.372605872,154.9475271839051
29518,Departamento,San Telmo,1.0,98045.0,-34.6174622766,-58.372605872,154.9475271839051
29519,Departamento,San Telmo,1.0,115166.0,-34.6174622766,-58.372605872,154.9475271839051
29520,Departamento,San Telmo,1.0,139589.0,-34.6174622766,-58.372605872,154.9475271839051
29521,Departamento,San Telmo,1.0,92752.0,-34.6174622766,-58.372605872,154.9475271839051
29522,Departamento,San Telmo,1.0,102007.0,-34.6174622766,-58.372605872,154.9475271839051
29523,Departamento,San Telmo,1.0,94575.0,-34.6174622766,-58.372605872,154.9475271839051
29524,Departamento,San Telmo,1.0,84008.0,-34.6174622766,-58.372605872,154.9475271839051
29525,Departamento,San Telmo,1.0,89405.0,-34.6174622766,-58.372605872,154.9475271839051
29527,Departamento,Colegiales,1.0,120000.0,-34.582807,-58.448283,210.34171439715416
29533,Departamento,Barrio Norte,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
29535,Departamento,Barrio Norte,1.0,107000.0,-34.5973304,-58.4216121,208.58108881237084
29536,Departamento,Barrio Norte,1.0,120000.0,-34.5973304,-58.4216121,208.58108881237084
29537,Departamento,Monte Castro,1.0,69000.0,-34.618746,-58.505377,114.97079645970514
29538,Departamento,San Nicolás,1.0,75000.0,-34.6067309,-58.38067270000001,77.713059738485
29539,Departamento,Villa Crespo,1.0,76000.0,-34.6015602,-58.4343171,164.60016376601095
29540,Departamento,Villa Crespo,1.0,120000.0,-34.6025221,-58.4451944,111.96367418533458
29542,Departamento,Villa Crespo,3.0,140000.0,-34.6030131,-58.446547,23.342420315433863
29543,Departamento,Villa Crespo,1.0,84000.0,-34.595822,-58.438988,54.0712610211703
29544,Departamento,Villa Crespo,1.0,110000.0,-34.5933706,-58.44223220000001,262.7471205006483
29545,Departamento,Villa Crespo,1.0,74500.0,-34.596588399999995,-58.44310110000001,144.4587617956032
29546,Departamento,Villa Crespo,1.0,104000.0,-34.5933706,-58.44223220000001,262.7471205006483
29547,Departamento,Villa Crespo,1.0,92000.0,-34.601413,-58.454099,285.9088833293304
